Time,Rep,PopSizeF,PopSizeM,PopSize,avg_tau,avg_p,avg_chi,avg_t,avg_gamma,avg_surviving_offspring_per_mother,avg_dead_offspring_per_mother,avg_survivalprob_true,avg_survivalprob_rando,avg_Res
2350,7,525,475,1000,0.723301,1.01748,10,0.711571,0.272687,1.90476,4.54476,0.299263,0.235677,0.993192
2360,7,530,470,1000,0.724245,1.0123,10,0.733371,0.280297,1.88679,4.23019,0.30416,0.241774,1.00277
2370,7,506,494,1000,0.722831,1.01197,10,0.73252,0.282393,1.97628,4.5751,0.302066,0.242434,1.00666
2380,7,505,495,1000,0.724916,1.01053,10,0.720351,0.273011,1.9802,4.46535,0.29874,0.237581,0.99041
2390,7,483,517,1000,0.726292,1.00939,10,0.736494,0.277155,2.07039,5.16563,0.30094,0.239417,1.0095
2400,7,496,504,1000,0.726826,1.00714,10,0.719131,0.269907,2.01613,4.81653,0.29619,0.235128,0.988791
2410,7,507,493,1000,0.728347,1.01095,10,0.712627,0.266847,1.97239,4.77712,0.292986,0.232168,0.990272
2420,7,532,468,1000,0.729566,1.01072,10,0.741113,0.276108,1.8797,4.24624,0.299384,0.238239,1.00402
2430,7,499,501,1000,0.732161,1.01803,10,0.718208,0.263835,2.00401,5.03808,0.289944,0.228305,0.998254
2440,7,494,506,1000,0.732825,1.01226,10,0.738408,0.26911,2.02429,4.5081,0.291075,0.234522,1.01046
2450,7,505,495,1000,0.734099,1.01433,10,0.73263,0.266965,1.9802,4.95842,0.29107,0.232224,0.996993
2460,7,506,494,1000,0.73509,1.02068,10,0.740913,0.264212,1.97628,4.81818,0.289314,0.228556,1.00487
2470,7,528,472,1000,0.740562,1.02422,10,0.728979,0.255592,1.89394,4.33144,0.283714,0.222561,0.986858
2480,7,472,528,1000,0.736991,1.02943,10,0.741767,0.263798,2.11864,5.04025,0.28651,0.230337,1.01181
2490,7,510,490,1000,0.735516,1.03495,10,0.726029,0.260963,1.96078,4.63529,0.286927,0.228002,1.00219
2500,7,527,473,1000,0.735695,1.02842,10,0.738595,0.266324,1.89753,4.67362,0.292508,0.231848,0.990944
2510,7,493,507,1000,0.736537,1.03193,10,0.729412,0.26178,2.0284,4.90872,0.291572,0.228126,0.991998
2520,7,513,487,1000,0.735744,1.03223,10,0.740333,0.26668,1.94932,4.63743,0.294551,0.232832,1.00913
2530,7,488,512,1000,0.73845,1.03303,10,0.733906,0.260226,2.04918,4.77664,0.290558,0.227834,0.989572
2540,7,508,492,1000,0.735383,1.02103,10,0.735896,0.264431,1.9685,4.75984,0.291433,0.232269,1.00551
2550,7,526,474,1000,0.733855,1.02013,10,0.720825,0.261749,1.90114,4.71483,0.29016,0.22806,0.976415
2560,7,532,468,1000,0.732112,1.01368,10,0.734809,0.268804,1.8797,4.69173,0.294654,0.233875,1.00028
2570,7,494,506,1000,0.733886,1.01762,10,0.728741,0.26496,2.02429,5.06275,0.294206,0.230171,1.00566
2580,7,501,499,1000,0.733524,1.01399,10,0.740598,0.269845,1.99601,4.66467,0.296429,0.235628,0.994123
2590,7,474,526,1000,0.735174,1.01198,10,0.738109,0.266464,2.1097,5.29325,0.291929,0.232005,1.00006
2600,7,493,507,1000,0.73306,1.00234,10,0.732466,0.265282,2.0284,5.19067,0.289697,0.232681,0.995026
2610,7,518,482,1000,0.73419,1.00592,10,0.726317,0.263467,1.9305,4.61583,0.288223,0.229763,0.996068
2620,7,481,519,1000,0.737538,1.00959,10,0.738483,0.262585,2.079,5.29522,0.289122,0.226723,1.00299
2630,7,489,511,1000,0.738637,1.01389,10,0.743686,0.262534,2.04499,5.12474,0.285202,0.228886,0.999168
2640,7,477,523,1000,0.735838,1.02651,10,0.73788,0.264911,2.09644,4.99371,0.288691,0.230678,1.00189
2650,7,501,499,1000,0.741039,1.02081,10,0.737689,0.258872,1.99601,5.10978,0.288881,0.22623,1.00752
2660,7,508,492,1000,0.739549,1.01869,10,0.737052,0.259025,1.9685,5.19488,0.285231,0.224955,0.993345
2670,7,480,520,1000,0.740992,1.02135,10,0.75933,0.265494,2.08333,4.875,0.288798,0.231095,1.01154
2680,7,509,491,1000,0.742063,1.02168,10,0.752082,0.262464,1.96464,4.98035,0.288381,0.227946,1.00891
2690,7,527,473,1000,0.742739,1.03309,10,0.716472,0.248212,1.89753,4.65465,0.277618,0.215999,0.974792
2700,7,518,482,1000,0.742082,1.04224,10,0.739536,0.256729,1.9305,4.60232,0.285518,0.225423,1.00135
2710,7,502,498,1000,0.74314,1.03848,10,0.754445,0.260988,1.99203,5.03586,0.283928,0.225872,1.00692
2720,7,510,490,1000,0.745832,1.03465,10,0.736845,0.249888,1.96078,5.07451,0.277713,0.218234,0.987721
2730,7,482,518,1000,0.745299,1.03021,10,0.730844,0.249493,2.07469,5.23651,0.280128,0.216915,0.990957
2740,7,501,499,1000,0.74687,1.04076,10,0.769125,0.261153,1.99601,5.18164,0.282302,0.22778,1.0075
2750,7,509,491,1000,0.745479,1.0517,10,0.750574,0.255438,1.96464,5.07073,0.280888,0.223154,1.00218
2760,7,511,489,1000,0.749604,1.05412,10,0.751076,0.252186,1.95695,5.15851,0.278418,0.220653,1.01088
2770,7,509,491,1000,0.752771,1.05175,10,0.73407,0.24093,1.96464,5.36739,0.26792,0.212343,0.997945
2780,7,494,506,1000,0.751236,1.06532,10,0.732221,0.240983,2.02429,5.23279,0.267622,0.212804,0.988477
2790,7,495,505,1000,0.752245,1.05777,10,0.752703,0.248393,2.0202,5.25859,0.276452,0.218388,0.998698
2800,7,510,490,1000,0.74944,1.05827,10,0.757867,0.253216,1.96078,5.30196,0.27684,0.221112,1.01631
2810,7,476,524,1000,0.749505,1.05555,10,0.75901,0.254405,2.10084,5.13445,0.280027,0.222906,1.00914
2820,7,502,498,1000,0.752397,1.06191,10,0.763039,0.249833,1.99203,5.51594,0.272655,0.220791,0.992634
2830,7,467,533,1000,0.757175,1.05175,10,0.765361,0.24573,2.14133,5.86938,0.268061,0.214714,0.995367
2840,7,492,508,1000,0.760517,1.04219,10,0.765779,0.241377,2.03252,5.5061,0.264997,0.212662,1.00303
2850,7,490,510,1000,0.759512,1.04777,10,0.7634,0.240966,2.04082,5.48163,0.26769,0.210599,0.99329
2860,7,492,508,1000,0.755421,1.05074,10,0.755626,0.243821,2.03252,5.31098,0.27016,0.213773,0.991153
2870,7,502,498,1000,0.760311,1.04636,10,0.769094,0.243184,1.99203,5.39841,0.266762,0.213096,1.01303
2880,7,482,518,1000,0.758237,1.04152,10,0.770815,0.243869,2.07469,5.82365,0.26648,0.214117,1.01027
2890,7,502,498,1000,0.75607,1.0367,10,0.75593,0.241196,1.99203,5.62351,0.268771,0.211783,0.996007
2900,7,533,467,1000,0.75428,1.03657,10,0.758245,0.246968,1.87617,5.1257,0.268761,0.217284,1.00385
2910,7,505,495,1000,0.756169,1.03392,10,0.75959,0.245593,1.9802,5.21782,0.270487,0.214609,1.00871
2920,7,503,497,1000,0.757079,1.03905,10,0.752133,0.241798,1.98807,5.334,0.269949,0.213327,0.987462
2930,7,532,468,1000,0.756333,1.04306,10,0.760797,0.244967,1.8797,4.91729,0.269498,0.215835,0.99305
2940,7,502,498,1000,0.758418,1.04765,10,0.752614,0.238471,1.99203,5.50797,0.266304,0.20954,0.985152
2950,7,505,495,1000,0.755873,1.04556,10,0.769791,0.247158,1.9802,5.14455,0.272043,0.216429,0.999319
2960,7,502,498,1000,0.75818,1.04102,10,0.763579,0.244291,1.99203,5.33665,0.267649,0.215104,1.00508
2970,7,490,510,1000,0.760563,1.03689,10,0.755618,0.237778,2.04082,5.62449,0.26236,0.208804,0.999176
2980,7,498,502,1000,0.763067,1.03203,10,0.764805,0.237127,2.00803,5.81526,0.262682,0.209209,1.0121
2990,7,481,519,1000,0.761889,1.03146,10,0.752441,0.234382,2.079,5.96674,0.25849,0.207109,0.990214
3000,7,492,508,1000,0.767848,1.0409,10,0.769261,0.233223,2.03252,5.81504,0.261359,0.207184,0.995737
3010,7,508,492,1000,0.767395,1.05086,10,0.773348,0.234357,1.9685,5.54921,0.258928,0.205941,1.00033
3020,7,528,472,1000,0.762088,1.06231,10,0.778975,0.243426,1.89394,5.42803,0.269856,0.214653,1.00858
3030,7,496,504,1000,0.76345,1.07232,10,0.764474,0.236347,2.01613,5.58871,0.265236,0.210335,1.00425
3040,7,493,507,1000,0.762646,1.06839,10,0.769348,0.238364,2.0284,5.74442,0.265992,0.209557,1.00869
3050,7,477,523,1000,0.763131,1.07337,10,0.759601,0.236221,2.09644,5.6457,0.264566,0.208117,0.994395
3060,7,505,495,1000,0.764184,1.07238,10,0.771841,0.239299,1.9802,5.30693,0.267064,0.210981,1.00679
3070,7,464,536,1000,0.761112,1.07391,10,0.746006,0.233703,2.15517,6.31034,0.264167,0.207187,0.989591
3080,7,485,515,1000,0.764335,1.0682,10,0.776266,0.240258,2.06186,5.55464,0.2656,0.211456,0.999964
3090,7,506,494,1000,0.765894,1.06511,10,0.789298,0.239724,1.97628,5.68775,0.265752,0.211619,1.01863
3100,7,499,501,1000,0.764816,1.07167,10,0.766961,0.235426,2.00401,5.63727,0.264398,0.20819,0.988964
3110,7,522,478,1000,0.762794,1.07272,10,0.762937,0.236761,1.91571,5.52299,0.266772,0.206856,0.998967
3120,7,487,513,1000,0.761176,1.06916,10,0.765633,0.240069,2.05339,5.5462,0.268096,0.211425,0.994636
3130,7,506,494,1000,0.763444,1.07448,10,0.760765,0.235902,1.97628,5.77273,0.265625,0.208279,1.00716
3140,7,495,505,1000,0.762333,1.07669,10,0.757709,0.236175,2.0202,5.34343,0.268016,0.206238,0.987587
3150,7,496,504,1000,0.764206,1.08196,10,0.752786,0.231502,2.01613,5.92339,0.261938,0.205083,0.990614
3160,7,494,506,1000,0.762683,1.08149,10,0.760658,0.236024,2.02429,5.57692,0.26463,0.207154,0.988021
3170,7,487,513,1000,0.763142,1.0791,10,0.766389,0.237884,2.05339,5.48665,0.270393,0.209303,1.00182
3180,7,490,510,1000,0.767716,1.07989,10,0.765884,0.231831,2.04082,5.58163,0.26142,0.204855,1.0085
3190,7,518,482,1000,0.765865,1.08237,10,0.77774,0.237831,1.9305,5.41313,0.263983,0.208046,0.998842
3200,7,516,484,1000,0.765935,1.08141,10,0.753635,0.230494,1.93798,5.33333,0.264229,0.203137,0.995992
3210,7,496,504,1000,0.765482,1.08117,10,0.774508,0.237467,2.01613,5.88306,0.261332,0.211461,1.00873
3220,7,497,503,1000,0.763444,1.08679,10,0.76941,0.238037,2.01207,5.46278,0.26764,0.208504,1.00205
3230,7,517,483,1000,0.769614,1.09789,10,0.782151,0.234725,1.93424,5.50484,0.256836,0.207169,1.00483
3240,7,495,505,1000,0.765866,1.09699,10,0.77812,0.23802,2.0202,5.66465,0.269029,0.209184,0.996005
3250,7,498,502,1000,0.769495,1.09576,10,0.774934,0.232564,2.00803,6.02209,0.262115,0.205011,1.0015
3260,7,492,508,1000,0.770864,1.10075,10,0.761027,0.226951,2.03252,5.83943,0.257073,0.201906,1
3270,7,499,501,1000,0.775241,1.10539,10,0.763713,0.222378,2.00401,5.96994,0.252563,0.196805,0.994873
3280,7,517,483,1000,0.777088,1.11418,10,0.772501,0.221809,1.93424,5.7853,0.247195,0.195753,0.990933
3290,7,498,502,1000,0.777835,1.10897,10,0.776889,0.220979,2.00803,6.17671,0.249394,0.196962,1.00412
3300,7,508,492,1000,0.777538,1.11136,10,0.764255,0.218631,1.9685,5.76378,0.246611,0.194538,0.983803
3310,7,515,485,1000,0.777141,1.10802,10,0.788817,0.226838,1.94175,5.62718,0.252865,0.201364,1.00874
3320,7,516,484,1000,0.774623,1.10664,10,0.773978,0.224986,1.93798,5.82364,0.253592,0.199521,0.999969
3330,7,486,514,1000,0.777205,1.10954,10,0.783887,0.2257,2.05761,5.7716,0.252291,0.201728,1.00679
3340,7,484,516,1000,0.778179,1.10204,10,0.773915,0.22008,2.06612,6.33678,0.249567,0.19628,0.971824
3350,7,508,492,1000,0.774707,1.10011,10,0.756692,0.220422,1.9685,5.76969,0.254504,0.195834,0.996644
3360,7,477,523,1000,0.774078,1.09139,10,0.767043,0.224873,2.09644,5.98323,0.251525,0.200756,0.997643
3370,7,506,494,1000,0.771432,1.07869,10,0.774886,0.229653,1.97628,5.7332,0.25722,0.203607,1.00032
3380,7,545,455,1000,0.768628,1.08017,10,0.764,0.231453,1.83486,5.33028,0.262627,0.204542,0.988859
3390,7,515,485,1000,0.769186,1.08398,10,0.777955,0.234481,1.94175,5.52039,0.26355,0.206606,1.01147
3400,7,450,550,1000,0.771733,1.09279,10,0.762361,0.224804,2.22222,6.82667,0.253365,0.198873,0.996096
3410,7,493,507,1000,0.770145,1.09599,10,0.777888,0.231752,2.0284,6.01217,0.258507,0.204372,1.00359
3420,7,494,506,1000,0.770324,1.09976,10,0.766089,0.22737,2.02429,5.73077,0.257799,0.20133,0.993373
3430,7,520,480,1000,0.772561,1.11331,10,0.78046,0.230689,1.92308,5.42885,0.259627,0.205066,0.999944
3440,7,497,503,1000,0.775203,1.10977,10,0.791332,0.228675,2.01207,5.69416,0.254983,0.202981,1.01597
3450,7,486,514,1000,0.775594,1.09517,10,0.761157,0.21982,2.05761,5.76749,0.252315,0.195767,0.982654
3460,7,508,492,1000,0.774913,1.0929,10,0.772701,0.224193,1.9685,5.75787,0.25178,0.198986,1.00442
3470,7,523,477,1000,0.77656,1.08674,10,0.759719,0.219415,1.91205,5.89675,0.250248,0.19544,0.981859
3480,7,506,494,1000,0.775241,1.0895,10,0.782985,0.228277,1.97628,5.96838,0.254401,0.201261,1.00126
3490,7,490,510,1000,0.774526,1.08825,10,0.767308,0.22417,2.04082,6.37551,0.255183,0.200892,0.987104
3500,7,503,497,1000,0.774443,1.09506,10,0.757254,0.220149,1.98807,6.32207,0.249932,0.196116,0.998487
3510,7,515,485,1000,0.773704,1.10255,10,0.774532,0.224718,1.94175,5.92621,0.255601,0.20009,1.00064
3520,7,503,497,1000,0.77387,1.09205,10,0.773181,0.226496,1.98807,5.7833,0.254013,0.200432,0.991957
3530,7,504,496,1000,0.774083,1.09324,10,0.768602,0.225365,1.98413,5.69841,0.252007,0.199204,0.99893
3540,7,518,482,1000,0.773993,1.09591,10,0.764912,0.222354,1.9305,5.56178,0.251449,0.19642,0.99529
3550,7,512,488,1000,0.775174,1.09042,10,0.767995,0.222271,1.95312,5.41992,0.253386,0.197427,0.995194
3560,7,478,522,1000,0.775775,1.08099,10,0.772565,0.222982,2.09205,6.22176,0.252278,0.198257,1.0103
3570,7,494,506,1000,0.774211,1.08128,10,0.770966,0.223447,2.02429,5.7996,0.252545,0.198064,0.994861
3580,7,489,511,1000,0.773243,1.08946,10,0.790539,0.231954,2.04499,6.12679,0.256657,0.204871,1.00595
3590,7,488,512,1000,0.774029,1.09381,10,0.768688,0.224933,2.04918,6.20697,0.255638,0.199542,0.992805
3600,7,498,502,1000,0.773934,1.08901,10,0.778461,0.226691,2.00803,6.36345,0.254786,0.200097,1.01931
3610,7,492,508,1000,0.77767,1.0825,10,0.798395,0.227403,2.03252,6.15041,0.250903,0.202897,1.01607
3620,7,506,494,1000,0.781632,1.09028,10,0.769175,0.215334,1.97628,5.81423,0.246487,0.191122,0.991784
3630,7,490,510,1000,0.77636,1.09046,10,0.764008,0.219844,2.04082,6.02653,0.251989,0.197174,0.998775
3640,7,519,481,1000,0.776325,1.08031,10,0.792583,0.226727,1.92678,5.76301,0.252315,0.201532,1.01479
3650,7,479,521,1000,0.776499,1.08697,10,0.781084,0.224184,2.08768,6.03758,0.254322,0.198134,1.00457
3660,7,508,492,1000,0.776581,1.09283,10,0.760242,0.218328,1.9685,5.82087,0.245999,0.19489,0.977471
3670,7,527,473,1000,0.777507,1.09911,10,0.762072,0.218308,1.89753,5.87666,0.250445,0.193414,0.98647
3680,7,513,487,1000,0.779211,1.10088,10,0.779485,0.221467,1.94932,5.69981,0.250974,0.195325,0.997106
3690,7,450,550,1000,0.780274,1.09733,10,0.775588,0.218835,2.22222,6.58667,0.247332,0.195067,0.995578
3700,7,531,469,1000,0.779968,1.1079,10,0.782238,0.220832,1.88324,5.36347,0.25283,0.196202,0.995802
3710,7,499,501,1000,0.782301,1.1056,10,0.783295,0.218671,2.00401,5.67735,0.248199,0.195437,1.0079
3720,7,511,489,1000,0.780675,1.10115,10,0.775916,0.215883,1.95695,5.71233,0.246294,0.193119,0.99293
3730,7,492,508,1000,0.779457,1.103,10,0.791814,0.223822,2.03252,6.21341,0.250531,0.198866,1.00372
3740,7,524,476,1000,0.77954,1.10122,10,0.802641,0.226564,1.9084,5.6584,0.252617,0.201723,1.01674
3750,7,470,530,1000,0.776685,1.10759,10,0.765359,0.220109,2.12766,6.05106,0.248806,0.19607,0.992305
3760,7,547,453,1000,0.777788,1.11165,10,0.764958,0.218299,1.82815,5.62706,0.250055,0.196103,0.995447
3770,7,508,492,1000,0.779407,1.10823,10,0.787272,0.222263,1.9685,6.06102,0.248257,0.198215,1.00429
3780,7,510,490,1000,0.781461,1.10233,10,0.790872,0.220695,1.96078,6.00392,0.250361,0.195782,0.99773
3790,7,502,498,1000,0.782665,1.10028,10,0.785802,0.218626,1.99203,6.05179,0.244736,0.193823,0.998954
3800,7,504,496,1000,0.784755,1.10227,10,0.786029,0.216339,1.98413,5.65476,0.242965,0.191701,0.995737
3810,7,510,490,1000,0.785806,1.10564,10,0.802166,0.219558,1.96078,5.85686,0.245124,0.196068,1.01457
3820,7,527,473,1000,0.787238,1.10483,10,0.773416,0.208917,1.89753,5.44592,0.243492,0.186568,0.990857
3830,7,499,501,1000,0.788474,1.10674,10,0.789576,0.211508,2.00401,6.10421,0.242686,0.186958,1.00608
3840,7,518,482,1000,0.792443,1.1087,10,0.805411,0.208991,1.9305,6.25676,0.234324,0.187012,1.0157
3850,7,503,497,1000,0.789808,1.10798,10,0.787861,0.210075,1.98807,6.19483,0.244392,0.188669,1.00302
3860,7,456,544,1000,0.789233,1.11295,10,0.790476,0.210762,2.19298,7.17982,0.24268,0.189391,1.00282
3870,7,489,511,1000,0.792322,1.11122,10,0.778056,0.204421,2.04499,6.55624,0.235059,0.183269,0.987968
3880,7,499,501,1000,0.789394,1.11614,10,0.797979,0.212341,2.00401,6.04208,0.24313,0.189357,1.00412
3890,7,516,484,1000,0.790135,1.1208,10,0.792554,0.210845,1.93798,6.16473,0.241421,0.189354,0.998564
3900,7,497,503,1000,0.78862,1.12047,10,0.80267,0.216284,2.01207,5.94366,0.244069,0.191896,1.00938
3910,7,485,515,1000,0.78828,1.12622,10,0.779737,0.209155,2.06186,6.3567,0.241164,0.186892,1.00324
3920,7,497,503,1000,0.792455,1.12543,10,0.789848,0.205716,2.01207,6.52515,0.235491,0.184974,1.00276
3930,7,512,488,1000,0.793488,1.12589,10,0.801934,0.209279,1.95312,5.96875,0.23763,0.187255,1.00106
3940,7,488,512,1000,0.792253,1.12805,10,0.801643,0.210717,2.04918,6.54918,0.239467,0.18912,1.00495
3950,7,527,473,1000,0.789671,1.12699,10,0.783087,0.207848,1.89753,6.26376,0.237849,0.186236,0.992723
3960,7,512,488,1000,0.791497,1.11892,10,0.782532,0.2055,1.95312,6.81445,0.227241,0.183506,0.986759
3970,7,507,493,1000,0.794301,1.12456,10,0.779634,0.201729,1.97239,6.2998,0.232717,0.180331,0.990688
3980,7,517,483,1000,0.793797,1.12783,10,0.790792,0.20441,1.93424,6.05416,0.231236,0.184927,1.00075
3990,7,524,476,1000,0.792766,1.12734,10,0.791891,0.20753,1.9084,5.70611,0.236039,0.185165,1.01292
4000,7,522,478,1000,0.794902,1.14231,10,0.806293,0.208323,1.91571,6.23563,0.233125,0.18694,1.02334
4010,7,494,506,1000,0.794629,1.12753,10,0.801572,0.208338,2.02429,6.81781,0.23551,0.186466,1.00404
4020,7,498,502,1000,0.79561,1.13293,10,0.774666,0.199841,2.00803,7.06225,0.231985,0.17968,0.991324
4030,7,469,531,1000,0.793321,1.12228,10,0.787361,0.20691,2.1322,6.65885,0.238358,0.183665,0.985375
4040,7,497,503,1000,0.795911,1.10885,10,0.810896,0.207677,2.01207,6.45875,0.232001,0.185303,1.01822
4050,7,520,480,1000,0.795188,1.11185,10,0.792411,0.203606,1.92308,6.25577,0.232316,0.181763,0.997144
4060,7,499,501,1000,0.794784,1.11917,10,0.7795,0.202339,2.00401,6.16633,0.235376,0.180954,1.0006
4070,7,502,498,1000,0.796655,1.12077,10,0.789003,0.200494,1.99203,6.40438,0.229474,0.180854,0.994234
4080,7,503,497,1000,0.793238,1.11985,10,0.796747,0.208954,1.98807,6.06163,0.238454,0.186797,0.99186
4090,7,491,509,1000,0.797172,1.12626,10,0.77807,0.198892,2.03666,6.40326,0.230365,0.17824,0.979466
4100,7,530,470,1000,0.796697,1.12682,10,0.769581,0.197767,1.88679,6.22264,0.228681,0.178364,0.984952
4110,7,501,499,1000,0.798953,1.13492,10,0.784778,0.198803,1.99601,6.64671,0.229168,0.177254,0.998739
4120,7,497,503,1000,0.801841,1.13942,10,0.813565,0.201652,2.01207,6.85513,0.229647,0.181997,1.00742
4130,7,508,492,1000,0.80589,1.14282,10,0.811621,0.195058,1.9685,6.58858,0.225139,0.175763,1.00235
4140,7,475,525,1000,0.807214,1.14512,10,0.813942,0.19411,2.10526,7.29895,0.220547,0.175108,1.00545
4150,7,502,498,1000,0.806113,1.15033,10,0.80419,0.193226,1.99203,6.69124,0.22334,0.1741,1.0102
4160,7,497,503,1000,0.803922,1.15353,10,0.798469,0.194826,2.01207,6.88732,0.226982,0.176118,1.00366
4170,7,493,507,1000,0.804744,1.14611,10,0.807885,0.195469,2.0284,6.61866,0.226746,0.176013,0.998853
4180,7,495,505,1000,0.805997,1.13035,10,0.783916,0.190013,2.0202,6.73535,0.219635,0.172321,0.98244
4190,7,499,501,1000,0.805382,1.11736,10,0.803281,0.193526,2.00401,7.11222,0.219963,0.173204,0.994769
4200,7,485,515,1000,0.806146,1.12844,10,0.810288,0.195713,2.06186,6.85567,0.223457,0.176269,1.00631
4210,7,486,514,1000,0.805502,1.14564,10,0.801047,0.193692,2.05761,7.11728,0.222569,0.176576,0.999795
4220,7,490,510,1000,0.805972,1.14035,10,0.825754,0.19953,2.04082,6.96735,0.223537,0.178667,1.01615
4230,7,488,512,1000,0.805371,1.1366,10,0.797884,0.193094,2.04918,7.03484,0.223689,0.174561,1.00002
4240,7,503,497,1000,0.807096,1.15008,10,0.791061,0.188826,1.98807,6.51889,0.223883,0.169178,0.98993
4250,7,505,495,1000,0.807726,1.1518,10,0.795881,0.18898,1.9802,7.66535,0.218768,0.169884,0.982692
4260,7,493,507,1000,0.806662,1.15086,10,0.795412,0.190161,2.0284,7.13793,0.22375,0.171262,0.990042
4270,7,496,504,1000,0.804247,1.14497,10,0.804432,0.19734,2.01613,6.65323,0.228011,0.178133,0.99595
4280,7,526,474,1000,0.803475,1.13644,10,0.802995,0.194859,1.90114,6.79468,0.223599,0.175326,0.99855
4290,7,512,488,1000,0.806709,1.13695,10,0.819149,0.195629,1.95312,6.80859,0.225873,0.176954,1.01963
4300,7,506,494,1000,0.805183,1.13319,10,0.788894,0.190106,1.97628,6.47036,0.225431,0.170879,0.988021
4310,7,513,487,1000,0.806621,1.13545,10,0.797863,0.191616,1.94932,6.74854,0.22232,0.172462,0.989595
4320,7,516,484,1000,0.809203,1.13518,10,0.811498,0.19233,1.93798,6.68217,0.224348,0.173703,1.00505
4330,7,492,508,1000,0.806643,1.13326,10,0.834043,0.199305,2.03252,7.35772,0.224963,0.178994,1.00833
4340,7,483,517,1000,0.802772,1.12315,10,0.792894,0.19527,2.07039,7.10352,0.226987,0.175503,0.994139
4350,7,484,516,1000,0.803468,1.14089,10,0.805588,0.195607,2.06612,7.44215,0.225467,0.175459,1.00047
4360,7,477,523,1000,0.804544,1.127,10,0.776209,0.189131,2.09644,7.57023,0.21849,0.171704,0.993517
4370,7,493,507,1000,0.804132,1.12381,10,0.817742,0.199147,2.0284,7.1217,0.226626,0.178291,1.0138
4380,7,478,522,1000,0.801757,1.12919,10,0.791497,0.196055,2.09205,7.39749,0.228737,0.176351,0.991792
4390,7,511,489,1000,0.805465,1.13436,10,0.81691,0.197243,1.95695,6.79061,0.225018,0.177436,0.997778
4400,7,484,516,1000,0.806426,1.13994,10,0.806875,0.193796,2.06612,7.11777,0.223442,0.174594,1.00785
4410,7,531,469,1000,0.808118,1.13574,10,0.802924,0.190171,1.88324,6.84369,0.219103,0.172356,1.00214
4420,7,491,509,1000,0.805462,1.13363,10,0.806718,0.19489,2.03666,6.83707,0.226841,0.176047,0.997595
4430,7,501,499,1000,0.803173,1.13365,10,0.797615,0.195423,1.99601,7.12575,0.226937,0.175904,0.983646
4440,7,496,504,1000,0.804104,1.12435,10,0.811573,0.197219,2.01613,7.1371,0.225587,0.176231,1.00007
