Time,Rep,PopSizeF,PopSizeM,PopSize,Sex,p,chi,tau,t,gamma,surviving_offspring_nr,dead_offspring_nr,Res,NrRejections,NrMatings
10000,7,505,495,1000,1,0.608106,10,0.408763,20033,20033,1,1,1.39777,0,2
10000,7,505,495,1000,1,0.581726,10,0.504037,20033,20033,0,2,1.09109,0,2
10000,7,505,495,1000,1,0.71809,10,0.483291,20033,20033,2,1,0.870348,0,3
10000,7,505,495,1000,1,0.552358,10,0.504037,20033,20033,3,3,1.14897,0,6
10000,7,505,495,1000,1,0.608106,10,0.465839,20033,20033,5,6,0.761644,0,11
10000,7,505,495,1000,1,0.713972,10,0.395327,20033,20033,2,0,0.507233,0,2
10000,7,505,495,1000,1,0.697357,10,0.44722,20033,20033,3,3,1.22551,0,6
10000,7,505,495,1000,1,0.634721,10,0.443845,20033,20033,1,3,0.548568,0,4
10000,7,505,495,1000,1,0.439652,10,0.483291,20033,20033,0,0,1.01098,0,0
10000,7,505,495,1000,1,0.620251,10,0.509869,20033,20033,3,4,0.921721,0,7
10000,7,505,495,1000,1,0.651165,10,0.504037,20033,20033,6,4,1.04774,0,10
10000,7,505,495,1000,1,0.550956,10,0.452334,20033,20033,2,1,0.705689,0,3
10000,7,505,495,1000,1,0.54034,10,0.44722,20033,20033,2,4,0.8507,0,6
10000,7,505,495,1000,1,0.651165,10,0.509869,20033,20033,1,1,1.25236,0,2
10000,7,505,495,1000,1,0.672226,10,0.483291,20033,20033,2,1,1.43026,0,3
10000,7,505,495,1000,1,0.580406,10,0.427486,20033,20033,3,1,1.12059,0,4
10000,7,505,495,1000,1,0.619322,10,0.443845,20033,20033,2,2,0.743803,0,4
10000,7,505,495,1000,1,0.673405,10,0.465839,20033,20033,1,1,1.46304,0,2
10000,7,505,495,1000,1,0.672226,10,0.504037,20033,20033,1,1,1.21852,0,2
10000,7,505,495,1000,1,0.724448,10,0.465839,20033,20033,3,3,0.892567,0,6
10000,7,505,495,1000,1,0.704726,10,0.465839,20033,20033,2,5,1.00716,0,7
10000,7,505,495,1000,1,0.580406,10,0.428042,20033,20033,4,3,0.647344,0,7
10000,7,505,495,1000,1,0.64553,10,0.433958,20033,20033,0,3,1.31173,0,3
